收款编号,发票编号,收款日期,收款金额
S02009,F001548,2018/8/16,4067.71
S02010,F001549,2018/8/18,11353.65
S02011,F001550,2018/12/25,3719.039
S02012,F001550,2019/1/19,5053.5177
S02013,F001550,2019/3/30,2165.7933000000007
S02014,F001551,2018/8/17,4891.11
S02015,F001552,2018/8/4,5420.85
S02016,F001553,2018/8/24,8280.64
S02017,F001554,2018/10/1,11293.240000000002
S02018,F001555,2018/10/15,1987.6
S02019,F001555,2018/11/27,2325.492
S02020,F001555,2019/2/13,655.9079999999994
S02021,F001556,2018/8/17,7498.799999999998
S02022,F001557,2019/3/1,5219.06
S02023,F001558,2018/8/23,11328.12
S02024,F001559,2018/8/5,16717.05
S02025,F001560,2019/5/6,12542.1
S02026,F001561,2018/10/12,6657.3
S02027,F001562,2018/8/27,6433.8
S02028,F001563,2019/4/9,7651.11
S02029,F001564,2018/11/4,10556.37
S02030,F001565,2018/8/20,10148.64
S02031,F001566,2019/3/19,6706.8
S02032,F001567,2019/4/1,6956.62
S02033,F001568,2018/9/18,10989.36
S02034,F001569,2018/8/10,13652.7
S02035,F001570,2018/8/31,3146.2992000000004
S02036,F001570,2018/11/12,4763.730048
S02037,F001570,2018/12/8,3742.9307519999993
S02038,F001571,2019/3/21,13024.04
S02039,F001572,2018/8/23,4123.38
S02040,F001573,2018/10/2,5883.46
S02041,F001574,2018/8/8,10405.23
S02042,F001575,2018/8/17,16275.12
S02043,F001576,2018/8/22,7382.6
S02044,F001577,2019/3/12,4725.9800000000005
S02045,F001578,2018/8/15,10362.99
S02046,F001579,2018/9/3,10409.4
S02047,F001580,2018/8/15,3550.239
S02048,F001580,2018/11/1,7208.061
S02049,F001581,2018/8/15,8944.880000000001
S02050,F001582,2018/8/30,8791.2
S02051,F001583,2018/8/6,9485.0
S02052,F001584,2018/8/26,10628.07
S02053,F001585,2018/11/22,2239.512
S02054,F001585,2019/1/9,3687.72976
S02055,F001585,2019/3/4,3404.0582400000003
S02056,F001586,2019/2/9,9312.16
S02057,F001587,2018/10/15,5494.72
S02058,F001588,2018/11/6,4241.54
S02059,F001589,2018/8/5,497.3759999999999
S02060,F001589,2018/10/10,2414.5344
S02061,F001589,2018/11/27,1609.6896000000002
S02062,F001590,2018/8/13,5848.64
S02063,F001591,2018/9/26,7723.4
S02064,F001592,2018/8/23,7688.25
S02065,F001593,2018/8/15,12734.4
S02066,F001594,2018/10/25,6019.2
S02067,F001595,2018/8/9,10975.2
S02068,F001596,2018/10/25,7439.26
S02069,F001597,2018/11/18,2098.5536
S02070,F001597,2018/12/14,1415.5697920000002
S02071,F001597,2019/2/14,1255.316608
S02072,F001598,2018/8/23,14459.02
S02073,F001599,2019/1/18,9543.960000000001
S02074,F001600,2019/4/8,10018.44
S02075,F001601,2019/2/11,11289.51
S02076,F001602,2018/8/26,4762.2
S02077,F001603,2018/8/15,7696.9
S02078,F001604,2019/7/26,10044.1
S02079,F001605,2018/8/11,5033.594999999999
S02080,F001605,2018/9/19,6224.879149999999
S02081,F001605,2018/10/15,5520.17585
S02082,F001606,2018/9/25,16557.1
S02083,F001607,2019/2/13,4234.1
S02084,F001608,2018/8/22,4991.5
S02085,F001609,2018/9/18,5788.64
S02086,F001610,2018/8/11,7631.04
S02087,F001611,2018/9/23,10047.52
S02088,F001612,2019/4/29,14104.96
S02089,F001613,2018/10/7,8080.769999999999
S02090,F001614,2018/12/23,3894.72
S02091,F001615,2019/4/8,12324.84
S02092,F001616,2018/8/4,10781.75
S02093,F001617,2018/9/30,2558.1248
S02094,F001617,2018/11/23,6262.995200000001
S02095,F001618,2018/11/26,3060.099
S02096,F001618,2018/12/19,1150.20864
S02097,F001618,2019/3/3,646.9923600000002
S02098,F001619,2018/9/16,5031.36
S02099,F001620,2018/8/14,6399.15
S02100,F001621,2018/9/20,5372.1
S02101,F001622,2018/8/16,6744.54
S02102,F001623,2018/8/23,4632.39
S02103,F001624,2018/8/11,5568.0
S02104,F001625,2018/12/27,2595.4236
S02105,F001625,2019/3/11,457.4012759999998
S02106,F001625,2019/5/26,317.85512400000016
S02107,F001626,2018/8/17,2387.1
S02108,F001627,2019/3/9,7679.32
S02109,F001628,2018/8/20,6458.4
S02110,F001629,2019/4/9,10272.080000000002
S02111,F001630,2018/12/20,8640.5
S02112,F001631,2018/8/9,5303.7
S02113,F001632,2018/8/6,3858.5736000000006
S02114,F001632,2018/9/2,2266.1464
S02115,F001633,2018/8/19,5607.2
S02116,F001634,2018/8/21,829.7855999999998
S02117,F001634,2018/10/17,1366.3802880000003
S02118,F001634,2018/12/24,1261.2741119999996
S02119,F001635,2018/12/21,12473.580000000002
S02120,F001636,2018/8/17,10492.04
S02121,F001637,2018/10/9,7538.549999999998
S02122,F001638,2018/8/30,4530.5
S02123,F001639,2018/10/7,14851.2
S02124,F001640,2019/3/31,11291.5
S02125,F001641,2018/8/12,3036.992
S02126,F001641,2018/9/17,6169.43232
S02127,F001641,2018/10/21,1639.9756799999996
S02128,F001642,2019/5/1,13228.74
S02129,F001643,2018/8/14,10666.752000000002
S02130,F001643,2018/9/5,3900.0312
S02131,F001643,2018/11/1,2100.016800000001
S02132,F001644,2019/3/13,4759.56
S02133,F001645,2018/9/17,4074.980000000001
S02134,F001646,2018/10/22,11902.45
S02135,F001647,2018/10/26,12150.95
S02136,F001648,2019/5/14,8455.44
S02137,F001649,2018/11/30,5950.25
S02138,F001650,2018/9/25,5337.75
S02139,F001651,2018/11/21,7654.499999999998
S02140,F001652,2018/9/18,8248.47
S02141,F001653,2018/10/11,10555.84
S02142,F001654,2018/10/19,7891.2
S02143,F001655,2018/11/29,6760.0
S02144,F001656,2019/5/30,4336.32
S02145,F001657,2019/1/2,5235.160000000001
S02146,F001658,2019/3/17,9186.24
S02147,F001659,2019/6/19,4117.08
S02148,F001660,2019/1/22,8567.47
S02149,F001661,2019/2/2,8617.62
S02150,F001662,2018/9/23,10167.5
S02151,F001663,2019/3/11,9809.1
S02152,F001664,2019/1/11,5062.120000000001
S02153,F001665,2018/11/25,11418.16
S02154,F001666,2018/9/15,16594.56
S02155,F001667,2018/9/26,6350.35
S02156,F001668,2019/2/26,2061.5904
S02157,F001668,2019/4/15,408.8820960000001
S02158,F001668,2019/5/14,392.84750399999984
S02159,F001669,2018/9/26,6132.6
S02160,F001670,2018/10/2,5708.16
S02161,F001671,2018/10/26,7737.66
S02162,F001672,2019/2/11,4712.0
S02163,F001673,2019/8/30,9517.5
S02164,F001674,2018/12/9,4197.924
S02165,F001674,2018/12/29,1623.19728
S02166,F001674,2019/2/26,1175.4187199999997
S02167,F001675,2018/10/4,6726.400000000001
S02168,F001676,2019/1/1,6366.860000000001
S02169,F001677,2018/11/18,4539.17
S02170,F001678,2019/8/8,5273.82
S02171,F001679,2018/9/25,14321.0
S02172,F001680,2018/10/7,9655.2
S02173,F001681,2019/3/2,4192.3997
S02174,F001681,2019/5/7,7138.4103
S02175,F001682,2018/10/2,1393.7756
S02176,F001682,2018/11/14,2365.4363040000003
S02177,F001682,2018/12/10,1218.5580960000002
S02178,F001683,2018/9/19,7145.28
S02179,F001684,2018/10/23,7803.84
S02180,F001685,2018/9/5,3699.8
S02181,F001686,2019/4/10,4423.08
S02182,F001687,2019/4/10,5837.160000000001
S02183,F001688,2019/3/8,1819.098
S02184,F001688,2019/5/20,4244.562
S02185,F001689,2019/6/11,6600.080000000001
S02186,F001690,2018/10/27,833.9461
S02187,F001690,2019/1/4,2844.19512
S02188,F001690,2019/2/21,711.0487800000001
S02189,F001691,2019/9/19,3696.88
S02190,F001692,2018/9/23,4155.030000000001
S02191,F001693,2018/9/11,5470.24
S02192,F001694,2018/10/6,4355.400000000001
S02193,F001695,2018/12/29,10667.72
S02194,F001696,2018/9/16,4585.51
S02195,F001697,2019/6/15,9030.25
S02196,F001698,2019/2/15,7052.400000000001
S02197,F001699,2018/9/13,4131.36
S02198,F001700,2018/10/9,2544.152
S02199,F001700,2018/11/2,636.038
S02200,F001701,2018/9/19,7272.6
S02201,F001702,2019/4/10,6807.9
S02202,F001703,2018/9/23,5373.02
S02203,F001704,2018/9/21,6945.8
S02204,F001705,2018/9/9,15497.440000000002
S02205,F001706,2018/9/11,6269.4400000000005
S02206,F001707,2018/9/14,8273.5
S02207,F001708,2018/11/5,9021.06
S02208,F001709,2018/9/18,10594.48
S02209,F001710,2018/10/21,6289.64
S02210,F001711,2018/11/6,5632.8
S02211,F001712,2018/9/7,6506.219999999999
S02212,F001713,2018/12/22,8053.32
S02213,F001714,2018/12/3,3774.6135
S02214,F001714,2019/1/2,4556.497725
S02215,F001714,2019/3/22,2453.498775
S02216,F001715,2018/9/29,6780.78
S02217,F001716,2019/5/10,10481.24
S02218,F001717,2019/2/20,839.28
S02219,F001717,2019/4/1,3138.9072
S02220,F001717,2019/5/31,3015.8128
S02221,F001718,2019/3/26,3164.7
S02222,F001719,2019/5/30,5032.200000000001
S02223,F001720,2018/9/6,7783.02
S02224,F001721,2019/3/6,3618.88
S02225,F001722,2019/2/28,10146.0
S02226,F001723,2018/10/12,7467.2
S02227,F001724,2018/11/13,11445.7
S02228,F001725,2019/1/19,3937.56
S02229,F001726,2018/10/1,846.08
S02230,F001726,2018/11/18,3384.32
S02231,F001727,2019/5/13,914.463
S02232,F001727,2019/6/10,2642.7980700000003
S02233,F001727,2019/8/6,2539.15893
S02234,F001728,2018/10/24,9712.960000000001
S02235,F001729,2018/9/16,2916.96
S02236,F001730,2018/9/24,7134.16
S02237,F001731,2018/10/29,10048.5
S02238,F001732,2018/10/5,7525.98
S02239,F001733,2019/5/19,15192.45
S02240,F001734,2018/9/26,2925.52
S02241,F001735,2018/9/20,5588.85
S02242,F001736,2018/10/14,2982.7000000000003
S02243,F001737,2018/11/10,6271.02
S02244,F001738,2018/11/12,16815.329999999998
S02245,F001739,2019/6/3,1490.1744
S02246,F001739,2019/7/1,452.922704
S02247,F001739,2019/7/23,314.742896
S02248,F001740,2018/9/27,4286.52
S02249,F001741,2019/2/21,3418.5
S02250,F001742,2018/9/22,8103.9
S02251,F001743,2019/3/22,3044.0
S02252,F001744,2019/3/1,7487.4288
S02253,F001744,2019/5/1,1560.537792
S02254,F001744,2019/6/12,803.9134080000003
S02255,F001745,2018/9/17,4962.6
S02256,F001746,2019/6/2,5987.73
S02257,F001747,2018/10/20,2536.1424
S02258,F001747,2018/12/13,1839.856032
S02259,F001747,2019/1/24,1387.9615679999995
S02260,F001748,2019/6/3,5734.3
S02261,F001749,2019/3/9,7051.65
S02262,F001750,2019/1/21,3015.5
S02263,F001751,2018/9/3,11851.696000000002
S02264,F001751,2018/10/4,3375.298079999999
S02265,F001751,2018/11/7,1008.2059200000004
S02266,F001752,2018/9/24,4208.16
S02267,F001753,2018/12/11,2295.3315
S02268,F001753,2019/1/19,3239.69646
S02269,F001753,2019/3/20,1023.0620400000008
S02270,F001754,2018/11/15,4786.88
S02271,F001755,2018/9/18,4254.04
S02272,F001756,2019/4/6,5003.9808
S02273,F001756,2019/5/29,1576.253952
S02274,F001756,2019/8/6,1238.485248
S02275,F001757,2018/9/23,3651.84
S02276,F001758,2018/9/16,5377.88
S02277,F001759,2018/10/10,11123.53
S02278,F001760,2018/9/5,6898.16
S02279,F001761,2018/9/14,4928.22
S02280,F001762,2018/10/7,10783.04
S02281,F001763,2018/10/17,5013.36
S02282,F001764,2019/6/19,1447.5132
S02283,F001764,2019/7/22,1998.9468
S02284,F001765,2019/2/24,13606.08
S02285,F001766,2018/10/27,13373.44
S02286,F001767,2019/3/15,6603.6
S02287,F001768,2018/9/22,1819.5967
S02288,F001768,2018/11/13,3289.5143820000003
S02289,F001768,2018/12/4,2802.1789180000005
S02290,F001769,2018/12/27,5925.01
S02291,F001770,2019/10/4,5213.7
S02292,F001771,2018/11/5,3969.1284
S02293,F001771,2018/12/31,2842.241076
S02294,F001771,2019/3/17,1817.1705239999992
S02295,F001772,2018/9/21,1929.51
S02296,F001773,2018/10/12,4907.42
S02297,F001774,2018/10/11,1910.2149
S02298,F001774,2018/12/27,3878.3151000000007
S02299,F001775,2019/2/3,11370.56
S02300,F001776,2019/1/8,4646.7
S02301,F001777,2019/2/12,3580.2000000000003
S02302,F001778,2018/10/12,1336.6386000000002
S02303,F001778,2018/11/3,1008.3413999999998
S02304,F001779,2019/2/2,971.864
S02305,F001779,2019/3/23,797.16552
S02306,F001779,2019/5/23,601.37048
S02307,F001780,2019/2/2,2577.36
S02308,F001781,2018/10/27,4132.4400000000005
S02309,F001782,2019/5/25,9422.28
S02310,F001783,2018/10/23,12140.240000000002
S02311,F001784,2018/10/26,2476.54
S02312,F001785,2018/11/23,9023.4
S02313,F001786,2018/10/8,3717.92
S02314,F001787,2019/1/10,5053.33
S02315,F001788,2018/10/18,6328.400000000001
S02316,F001789,2019/6/28,3105.5600000000004
S02317,F001790,2019/5/14,7453.31
S02318,F001791,2018/11/21,3322.6743000000006
S02319,F001791,2018/12/13,6746.0357
S02320,F001792,2018/10/14,4664.0
S02321,F001793,2019/1/7,1467.3839
S02322,F001793,2019/2/13,3733.5350360000007
S02323,F001793,2019/4/20,1179.0110639999994
S02324,F001794,2018/11/9,4677.051600000001
S02325,F001794,2019/1/26,1643.2883999999997
S02326,F001795,2019/6/2,3143.8309000000004
S02327,F001795,2019/8/6,6997.5591
S02328,F001796,2019/3/10,12263.72
S02329,F001797,2018/10/9,3786.97
S02330,F001798,2018/10/10,6509.2300000000005
S02331,F001799,2018/10/13,6722.46
S02332,F001800,2018/12/3,10216.0
S02333,F001801,2019/5/23,5830.08
S02334,F001802,2018/10/26,4141.26
S02335,F001803,2018/10/15,5669.41
S02336,F001804,2018/12/10,7854.5
S02337,F001805,2019/6/17,12746.1
S02338,F001806,2018/12/18,6373.62
S02339,F001807,2018/10/13,11184.14
S02340,F001808,2018/10/28,8895.92
S02341,F001809,2019/6/6,4071.4
S02342,F001810,2019/6/28,9858.98
S02343,F001811,2018/11/9,3647.1528
S02344,F001811,2019/1/17,1418.3372000000004
S02345,F001812,2019/1/3,7797.79
S02346,F001813,2018/10/17,5816.4800000000005
S02347,F001814,2018/10/23,5096.52
S02348,F001815,2019/7/14,4520.64
S02349,F001816,2018/10/30,4677.26
S02350,F001817,2018/11/29,4794.3
S02351,F001818,2019/8/4,6496.75
S02352,F001819,2019/9/13,15535.240000000002
S02353,F001820,2019/3/1,6151.2
S02354,F001821,2019/2/10,11933.46
S02355,F001822,2018/11/1,4584.45
S02356,F001823,2018/10/21,8224.11
S02357,F001824,2018/12/14,6642.719999999999
S02358,F001825,2018/10/8,5704.294400000001
S02359,F001825,2018/11/25,3208.6656000000003
S02360,F001826,2018/11/29,8118.36
S02361,F001827,2018/10/17,5755.75
S02362,F001828,2019/6/14,11871.75
S02363,F001829,2018/11/13,4032.74
S02364,F001830,2018/10/19,1383.552
S02365,F001830,2018/12/15,3597.2352
S02366,F001830,2019/1/18,1936.9728
S02367,F001831,2018/12/2,5586.0
S02368,F001832,2018/10/18,4548.0
S02369,F001833,2018/10/5,3790.5
S02370,F001834,2019/3/7,3458.1000000000004
S02371,F001835,2018/10/4,6354.39
S02372,F001836,2018/10/19,8425.2
S02373,F001837,2019/7/13,2645.0242
S02374,F001837,2019/10/1,4315.5658
S02375,F001838,2019/5/26,10929.81
S02376,F001839,2018/11/22,5862.51
S02377,F001840,2018/10/20,4128.62
S02378,F001841,2019/4/2,10205.44
S02379,F001842,2018/10/8,392.4
S02380,F001842,2018/11/26,2877.6
S02381,F001843,2019/6/30,2936.1000000000004
S02382,F001844,2019/3/20,6613.460000000001
S02383,F001845,2018/11/21,8256.56
S02384,F001846,2019/4/3,10469.96
S02385,F001847,2019/1/16,9346.48
S02386,F001848,2018/12/25,9425.15
S02387,F001849,2018/10/6,6618.02
S02388,F001850,2018/10/17,7415.2
S02389,F001851,2018/10/29,7793.8
S02390,F001852,2019/7/4,3528.91
S02391,F001853,2018/10/11,7335.84
S02392,F001854,2018/11/17,5090.650000000001
S02393,F001855,2018/12/31,1353.066
S02394,F001855,2019/1/26,3851.034000000001
S02395,F001856,2018/12/3,5145.84
S02396,F001857,2019/3/30,7221.48
S02397,F001858,2019/4/21,3552.6400000000003
S02398,F001859,2019/1/29,4845.88
S02399,F001860,2019/2/1,6559.5
S02400,F001861,2018/11/11,15777.36
S02401,F001862,2018/10/30,1319.037
S02402,F001862,2018/12/28,2152.1130000000003
S02403,F001863,2018/12/14,7849.67
S02404,F001864,2019/5/13,4737.152
S02405,F001864,2019/6/13,2229.2480000000005
S02406,F001865,2019/9/20,13326.6
S02407,F001866,2019/5/8,3572.5
S02408,F001867,2018/11/7,2286.648
S02409,F001867,2019/1/22,3576.552
S02410,F001868,2019/1/10,3939.0
S02411,F001869,2018/12/6,7396.6
S02412,F001870,2018/10/31,8212.5
S02413,F001871,2018/12/2,6240.5532
S02414,F001871,2019/2/17,2192.6268
S02415,F001872,2018/11/9,5962.6
S02416,F001873,2019/1/5,7358.4
S02417,F001874,2018/10/21,12782.23
S02418,F001875,2019/4/1,2942.03
S02419,F001876,2019/3/20,15389.080000000002
S02420,F001877,2018/12/20,5723.28
S02421,F001878,2018/10/25,6471.25
S02422,F001879,2018/10/22,6762.368
S02423,F001879,2019/1/7,1183.4144000000003
S02424,F001879,2019/3/6,507.1776
S02425,F001880,2018/12/13,4471.44
S02426,F001881,2019/2/12,10058.24
S02427,F001882,2019/8/21,9373.68
S02428,F001883,2018/10/12,4835.52
S02429,F001884,2018/12/16,1165.0743
S02430,F001884,2019/2/21,1732.508635
S02431,F001884,2019/3/23,1417.5070649999998
S02432,F001885,2019/7/26,4081.05
S02433,F001886,2018/12/5,2090.1816
S02434,F001886,2019/2/18,2229.5270400000004
S02435,F001886,2019/3/30,1486.3513599999997
S02436,F001887,2019/3/6,7585.2
S02437,F001888,2018/11/20,12062.226
S02438,F001888,2018/12/29,2095.0182
S02439,F001888,2019/1/23,1714.1057999999994
S02440,F001889,2018/10/14,8027.37
S02441,F001890,2018/11/22,4052.7
S02442,F001891,2018/10/20,13179.95
S02443,F001892,2019/5/8,14620.65
S02444,F001893,2018/12/30,4258.72
S02445,F001894,2018/10/26,2889.9024000000004
S02446,F001894,2018/11/27,1226.1443040000004
S02447,F001894,2019/1/6,1044.4932960000006
S02448,F001895,2018/12/9,8291.92
S02449,F001896,2019/7/2,3480.1760000000004
S02450,F001896,2019/8/25,1058.96784
S02451,F001896,2019/10/16,432.53615999999965
S02452,F001897,2019/2/14,7119.6
S02453,F001898,2019/7/3,9962.4
S02454,F001899,2018/10/27,8223.36
S02455,F001900,2018/10/9,3955.072
S02456,F001900,2018/12/2,2034.25024
S02457,F001900,2018/12/23,1473.07776
S02458,F001901,2018/12/7,6852.719999999999
S02459,F001902,2019/8/9,13764.16
S02460,F001903,2019/3/13,6174.63
S02461,F001904,2018/12/8,8927.62
S02462,F001905,2019/5/18,9649.08
S02463,F001906,2018/11/27,7017.6
S02464,F001907,2018/11/24,14422.8
S02465,F001908,2019/5/1,4552.34
S02466,F001909,2018/12/1,4137.6384
S02467,F001909,2019/1/17,2327.4216
S02468,F001910,2019/4/16,13299.62
S02469,F001911,2019/11/20,14769.02
S02470,F001912,2019/2/3,10982.37
S02471,F001913,2018/11/11,4387.110000000001
S02472,F001914,2018/12/6,1209.6045
S02473,F001914,2019/1/29,5504.63094
S02474,F001914,2019/3/12,2590.4145599999997
S02475,F001915,2019/8/3,8958.576000000001
S02476,F001915,2019/9/27,1254.20064
S02477,F001915,2019/11/16,985.4433600000012
S02478,F001916,2019/6/22,11813.04
S02479,F001917,2018/11/10,5849.34
S02480,F001918,2018/12/25,16999.149999999998
S02481,F001919,2019/3/31,5612.1
S02482,F001920,2018/11/14,10242.76
S02483,F001921,2019/1/1,4873.44
S02484,F001922,2018/12/23,4035.6096
S02485,F001922,2019/3/3,5640.357888000001
S02486,F001922,2019/4/19,2193.4725119999985
S02487,F001923,2018/11/15,3381.9714000000004
S02488,F001923,2018/12/11,1381.3685999999998
S02489,F001924,2019/8/13,3051.217
S02490,F001924,2019/10/8,567.7581
S02491,F001924,2019/11/23,243.32490000000007
S02492,F001925,2018/11/17,2709.498
S02493,F001925,2019/1/6,1143.31932
S02494,F001925,2019/2/19,588.9826800000001
S02495,F001926,2018/11/11,10959.76
S02496,F001927,2019/6/22,10102.82
S02497,F001928,2019/4/4,3137.3472
S02498,F001928,2019/5/7,747.052384
S02499,F001928,2019/7/22,662.4804159999999
S02500,F001929,2019/5/5,7451.0999999999985
S02501,F001930,2018/11/11,5286.590399999999
S02502,F001930,2019/1/17,3988.1296
S02503,F001931,2019/4/22,2065.47
S02504,F001932,2019/2/21,8530.32
S02505,F001933,2019/7/14,3328.8060000000005
S02506,F001933,2019/9/29,1109.602
S02507,F001933,2019/10/23,1109.602
S02508,F001934,2018/11/18,6129.59
S02509,F001935,2018/12/1,13558.320000000002
S02510,F001936,2018/12/19,11500.160000000002
S02511,F001937,2019/4/26,14432.95
S02512,F001938,2019/2/20,8858.92
S02513,F001939,2018/11/26,10586.240000000002
S02514,F001940,2019/6/3,5646.89
S02515,F001941,2019/4/10,6663.468000000001
S02516,F001941,2019/5/29,1526.80332
S02517,F001941,2019/8/1,1466.92868
S02518,F001942,2019/2/15,6526.888000000001
S02519,F001942,2019/4/19,1786.1610400000002
S02520,F001942,2019/6/18,879.7509599999994
S02521,F001943,2018/12/26,8990.800000000001
S02522,F001944,2018/12/1,7237.2
S02523,F001945,2018/11/20,7550.4
S02524,F001946,2019/8/3,5716.05
S02525,F001947,2018/12/2,4954.0584
S02526,F001947,2019/2/19,4393.221600000001
S02527,F001948,2019/4/5,2100.8338
S02528,F001948,2019/6/24,5979.296200000001
S02529,F001949,2018/12/25,3564.9
S02530,F001950,2018/12/6,9205.02
S02531,F001951,2019/3/7,15249.63
S02532,F001952,2018/12/2,2108.022
S02533,F001952,2019/2/7,1869.378
S02534,F001953,2019/1/13,4963.7
S02535,F001953,2019/3/4,1233.834
S02536,F001953,2019/5/2,893.4660000000003
S02537,F001954,2018/11/10,4016.35
S02538,F001955,2019/1/10,5830.8
S02539,F001956,2018/11/27,7494.25
S02540,F001957,2018/11/22,3577.6000000000004
S02541,F001958,2019/4/2,6502.1
S02542,F001959,2018/11/9,7960.12
S02543,F001960,2019/1/18,9532.35
S02544,F001961,2018/11/28,9075.64
S02545,F001962,2019/2/21,6016.5
S02546,F001963,2018/11/15,5735.0664
S02547,F001963,2019/1/11,4326.453600000001
S02548,F001964,2018/11/14,6783.76
S02549,F001965,2019/5/7,8868.42
S02550,F001966,2019/1/13,5425.332
S02551,F001966,2019/3/14,2207.9457200000006
S02552,F001966,2019/6/1,586.9222799999998
S02553,F001967,2018/11/30,5073.97
S02554,F001968,2019/1/14,3912.22
S02555,F001969,2018/11/16,13611.17
S02556,F001970,2019/7/3,10547.320000000002
S02557,F001971,2019/5/8,4833.9800000000005
S02558,F001972,2018/11/21,3841.992
S02559,F001972,2019/2/3,7800.4079999999985
S02560,F001973,2018/11/23,6714.79
S02561,F001974,2018/11/16,9258.0
S02562,F001975,2018/12/9,14137.2
S02563,F001976,2018/12/14,6893.160000000001
S02564,F001977,2019/8/22,13391.25
S02565,F001978,2018/11/22,10344.25
S02566,F001979,2018/12/12,6100.32
S02567,F001980,2019/8/8,5671.030000000001
S02568,F001981,2018/11/28,9999.08
S02569,F001982,2019/5/10,9117.36
S02570,F001983,2019/3/29,10994.64
S02571,F001984,2019/6/17,4220.580000000001
S02572,F001985,2018/11/20,8124.6
S02573,F001986,2019/1/7,6607.2
S02574,F001987,2019/1/2,11130.58
S02575,F001988,2018/11/14,9843.2
S02576,F001989,2018/11/12,3754.74
S02577,F001990,2018/11/7,4466.72
S02578,F001991,2019/8/2,8585.2
S02579,F001992,2019/1/12,3040.7322000000004
S02580,F001992,2019/3/27,4375.6878
S02581,F001993,2019/5/1,5049.975
S02582,F001993,2019/7/1,12119.94
S02583,F001993,2019/8/11,3029.984999999997
S02584,F001994,2018/11/24,606.9060000000001
S02585,F001994,2019/1/17,2764.7940000000003
S02586,F001995,2018/12/29,6759.86
S02587,F001996,2019/1/11,2864.2848
S02588,F001996,2019/3/29,2643.9552
S02589,F001997,2018/11/15,4225.32
S02590,F001998,2018/11/28,5418.14
S02591,F001999,2018/11/15,5624.0
S02592,F002000,2018/11/7,12572.8
S02593,F002001,2018/12/2,4098.6495
S02594,F002001,2019/1/13,5159.33031
S02595,F002001,2019/4/1,3162.170189999999
S02596,F002002,2019/6/28,1994.16
S02597,F002002,2019/8/24,6314.84
S02598,F002003,2018/12/4,5655.6
S02599,F002004,2019/1/14,2837.12
S02600,F002005,2019/6/20,11159.28
S02601,F002006,2019/5/18,9736.86
S02602,F002007,2018/11/21,2558.8266000000003
S02603,F002007,2019/2/8,3633.5337720000007
S02604,F002007,2019/3/23,2631.179628
S02605,F002008,2019/4/21,8813.39
S02606,F002009,2018/11/7,5310.31
S02607,F002010,2019/8/14,18047.04
S02608,F002011,2018/11/22,3142.11
S02609,F002012,2019/7/14,3222.1000000000004
S02610,F002013,2018/11/13,4547.5584
S02611,F002013,2018/12/20,2679.811200000001
S02612,F002013,2019/3/3,893.2704000000003
S02613,F002014,2018/11/17,362.516
S02614,F002014,2019/1/17,3262.644
S02615,F002015,2018/11/28,5128.4376
S02616,F002015,2018/12/26,4927.3224
S02617,F002016,2018/12/25,8186.24
S02618,F002017,2019/11/8,11428.3
S02619,F002018,2019/8/3,13539.75
S02620,F002019,2019/7/6,7474.56
S02621,F002020,2018/12/8,5979.68
S02622,F002021,2018/11/25,10615.44
S02623,F002022,2018/12/23,5864.200000000001
S02624,F002023,2019/6/24,14537.04
S02625,F002024,2018/12/31,11249.6
S02626,F002025,2018/11/24,2038.7568
S02627,F002025,2019/2/12,1048.404768
S02628,F002025,2019/3/14,368.358432
S02629,F002026,2018/11/29,8355.06
S02630,F002027,2018/11/18,12024.64
S02631,F002028,2019/5/6,2639.1925
S02632,F002028,2019/7/23,8835.557499999999
S02633,F002029,2018/11/22,8181.36
S02634,F002030,2018/12/22,2062.2870000000003
S02635,F002030,2019/2/21,4003.263
S02636,F002031,2018/12/12,7416.08
S02637,F002032,2019/1/29,8411.0
S02638,F002033,2019/7/5,7269.81
S02639,F002034,2019/6/20,1230.1389
S02640,F002034,2019/8/11,1662.96555
S02641,F002034,2019/9/18,1662.9655500000003
S02642,F002035,2018/12/18,6609.51
S02643,F002036,2018/12/12,10653.46
S02644,F002037,2018/12/17,5070.12
S02645,F002037,2019/2/12,5070.12
S02646,F002038,2018/12/25,8477.039999999999
S02647,F002039,2019/5/6,4896.54
S02648,F002040,2019/6/26,13812.15
S02649,F002041,2018/12/23,3521.5488
S02650,F002041,2019/2/12,1369.4912
S02651,F002042,2019/8/28,6787.530000000001
S02652,F002043,2019/1/9,4114.62
S02653,F002044,2018/12/5,13278.87
S02654,F002045,2019/2/13,3802.05
S02655,F002046,2019/3/24,1398.6570000000002
S02656,F002046,2019/5/27,7925.723000000002
S02657,F002047,2018/12/16,828.9216
S02658,F002047,2019/1/12,3776.1984
S02659,F002048,2018/12/15,7259.462400000001
S02660,F002048,2019/2/15,3261.4976
S02661,F002049,2019/7/25,4502.5516
S02662,F002049,2019/9/17,2184.513828
S02663,F002049,2019/10/14,1075.9545719999996
S02664,F002050,2019/7/8,8040.45
S02665,F002051,2018/12/16,1168.53
S02666,F002051,2019/1/10,4142.97
S02667,F002052,2019/10/18,9779.84
S02668,F002053,2019/6/29,6270.0
S02669,F002054,2018/12/20,5244.030000000002
S02670,F002054,2019/2/4,3303.7388999999994
S02671,F002054,2019/4/15,1940.2911000000004
S02672,F002055,2018/12/14,8143.799999999998
S02673,F002056,2019/2/1,2338.6968
S02674,F002056,2019/2/21,1756.148688
